split,scenario,seed,sku,policy,holding_cost,shortage_cost,demand_units,immediate_units,shortage_units,backlog_unit_days,inventory_unit_days,cost_per_day,fill_rate,mean_on_hand,measured_days
validation,normal,1012,SKU-001,independent,34681.70000000001,162.0,7044,7035,9,9,56968,193.57611111111117,0.9987223168654173,316.4888888888889,180
validation,normal,1012,SKU-001,normal_optimized,12756.000000000011,13320.0,7044,6440,604,740,19824,144.86666666666673,0.9142532651902329,110.13333333333334,180
validation,normal,1012,SKU-001,service_aware,49801.199999999975,0.0,7044,7044,0,0,71179,276.6733333333332,1.0,395.43888888888887,180
validation,demand_spike,1001,SKU-001,independent,31355.749999999996,6300.0,8223,7910,313,350,51158,209.19861111111112,0.9619360330779521,284.2111111111111,180
validation,demand_spike,1001,SKU-001,normal_optimized,10595.300000000003,65574.0,8223,6023,2200,3643,16617,423.1627777777778,0.7324577404840082,92.31666666666666,180
validation,demand_spike,1001,SKU-001,service_aware,46154.249999999985,738.0,8223,8182,41,41,65069,260.51249999999993,0.9950139851635657,361.49444444444447,180
validation,demand_spike,1002,SKU-001,independent,31057.049999999992,7614.0,8223,7900,323,423,50298,214.8391666666666,0.9607199318983339,279.43333333333334,180
validation,demand_spike,1002,SKU-001,normal_optimized,10206.549999999996,67428.0,8223,6052,2171,3746,15481,431.3030555555555,0.7359844339049009,86.00555555555556,180
validation,demand_spike,1002,SKU-001,service_aware,45840.85000000003,1728.0,8223,8133,90,96,64191,264.271388888889,0.9890550893834367,356.6166666666667,180
validation,demand_spike,1003,SKU-001,independent,31059.600000000006,5400.0,8223,7947,276,300,50560,202.55333333333337,0.9664356074425392,280.8888888888889,180
validation,demand_spike,1003,SKU-001,normal_optimized,10417.55,60696.0,8223,6062,2161,3372,15990,395.0752777777778,0.737200535084519,88.83333333333333,180
validation,demand_spike,1003,SKU-001,service_aware,45895.84999999999,270.0,8223,8208,15,15,64495,256.47694444444437,0.9981758482305728,358.30555555555554,180
validation,demand_spike,1004,SKU-001,independent,31203.850000000017,6534.0,8223,7916,307,363,50446,209.65472222222235,0.962665693785723,280.25555555555553,180
validation,demand_spike,1004,SKU-001,normal_optimized,10456.95,63792.0,8223,6111,2112,3544,15772,412.4941666666667,0.743159430864648,87.62222222222222,180
validation,demand_spike,1004,SKU-001,service_aware,45972.39999999997,396.0,8223,8201,22,22,64325,257.60222222222205,0.99732457740484,357.3611111111111,180
validation,demand_spike,1005,SKU-001,independent,31543.65000000002,6192.0,8223,7911,312,344,51309,209.64250000000013,0.9620576431959139,285.05,180
validation,demand_spike,1005,SKU-001,normal_optimized,10679.599999999999,56970.0,8223,6232,1991,3165,16419,375.83111111111117,0.7578742551380275,91.21666666666667,180
validation,demand_spike,1005,SKU-001,service_aware,46356.450000000004,738.0,8223,8182,41,41,65226,261.6358333333334,0.9950139851635657,362.3666666666667,180
validation,demand_spike,1006,SKU-001,independent,31590.800000000003,5346.0,8223,7950,273,297,51690,205.20444444444445,0.9668004377964247,287.1666666666667,180
validation,demand_spike,1006,SKU-001,normal_optimized,10867.550000000003,56322.0,8223,6242,1981,3129,16789,373.2752777777778,0.7590903563176457,93.27222222222223,180
validation,demand_spike,1006,SKU-001,service_aware,46434.99999999999,450.0,8223,8198,25,25,65638,260.4722222222222,0.9969597470509547,364.65555555555557,180
validation,demand_spike,1007,SKU-001,independent,30782.80000000001,7902.0,8223,7872,351,439,50688,214.9155555555556,0.9573148485954032,281.6,180
validation,demand_spike,1007,SKU-001,normal_optimized,10282.35,70632.0,8223,5998,2225,3924,16274,449.5241666666667,0.7294174875349629,90.41111111111111,180
validation,demand_spike,1007,SKU-001,service_aware,45543.649999999994,1548.0,8223,8154,69,86,64555,261.62027777777774,0.9916089018606348,358.6388888888889,180
validation,demand_spike,1008,SKU-001,independent,31302.70000000001,7128.0,8223,7864,359,396,51196,213.50388888888895,0.9563419676517086,284.4222222222222,180
validation,demand_spike,1008,SKU-001,normal_optimized,10664.850000000002,61956.0,8223,6169,2054,3442,16447,403.4491666666667,0.7502128177064332,91.37222222222222,180
validation,demand_spike,1008,SKU-001,service_aware,46033.199999999975,468.0,8223,8197,26,26,65046,258.33999999999986,0.9968381369329928,361.3666666666667,180
validation,demand_spike,1009,SKU-001,independent,30989.049999999992,4428.0,8223,7993,230,246,50323,196.76138888888883,0.9720296728687827,279.5722222222222,180
validation,demand_spike,1009,SKU-001,normal_optimized,10429.59999999999,70110.0,8223,5932,2291,3895,15982,447.4422222222222,0.7213912197494832,88.78888888888889,180
validation,demand_spike,1009,SKU-001,service_aware,45866.15,126.0,8223,8216,7,7,64304,255.51194444444445,0.9991487291742673,357.24444444444447,180
validation,demand_spike,1010,SKU-001,independent,30914.45,6534.0,8223,7921,302,363,50516,208.04694444444442,0.963273744375532,280.64444444444445,180
validation,demand_spike,1010,SKU-001,normal_optimized,10272.249999999998,72846.0,8223,5948,2275,4047,16035,461.7680555555556,0.7233369816368722,89.08333333333333,180
validation,demand_spike,1010,SKU-001,service_aware,45688.30000000002,396.0,8223,8201,22,22,64395,256.02388888888896,0.99732457740484,357.75,180
validation,demand_spike,1011,SKU-001,independent,31152.450000000004,6354.0,8223,7905,318,353,50984,208.3691666666667,0.961327982488143,283.24444444444447,180
validation,demand_spike,1011,SKU-001,normal_optimized,10560.650000000003,65142.0,8223,6065,2158,3619,16334,420.57027777777785,0.7375653654384045,90.74444444444444,180
validation,demand_spike,1011,SKU-001,service_aware,45938.05000000001,558.0,8223,8192,31,31,64882,258.3113888888889,0.9962300863431838,360.4555555555556,180
validation,demand_spike,1012,SKU-001,independent,31052.75,10944.0,8223,7779,444,608,50802,233.31527777777777,0.9460051076249544,282.23333333333335,180
validation,demand_spike,1012,SKU-001,normal_optimized,10650.150000000005,69966.0,8223,6175,2048,3887,16410,447.86750000000006,0.750942478414204,91.16666666666667,180
validation,demand_spike,1012,SKU-001,service_aware,45694.44999999999,2682.0,8223,8084,139,149,64563,268.7580555555555,0.9830961936033078,358.68333333333334,180
validation,supplier_delay,1001,SKU-001,independent,24410.65,288.0,7044,7028,16,16,28958,137.21472222222224,0.9977285633162976,160.87777777777777,180
validation,supplier_delay,1001,SKU-001,normal_optimized,1633.35,193518.0,7044,2301,4743,10751,1579,1084.1741666666667,0.3266609880749574,8.772222222222222,180
validation,supplier_delay,1001,SKU-001,service_aware,39521.850000000006,0.0,7044,7044,0,0,43162,219.56583333333336,1.0,239.7888888888889,180
validation,supplier_delay,1002,SKU-001,independent,24501.55,1512.0,7044,6984,60,84,28305,144.5197222222222,0.9914821124361158,157.25,180
validation,supplier_delay,1002,SKU-001,normal_optimized,1359.7500000000002,199368.0,7044,2037,5007,11076,1315,1115.1541666666667,0.2891822827938671,7.305555555555555,180
validation,supplier_delay,1002,SKU-001,service_aware,39551.5,162.0,7044,7038,6,9,42450,220.63055555555556,0.9991482112436116,235.83333333333334,180
validation,supplier_delay,1003,SKU-001,independent,24322.700000000015,1692.0,7044,6965,79,94,28457,144.5261111111112,0.9887847813742192,158.09444444444443,180
validation,supplier_delay,1003,SKU-001,normal_optimized,1420.9499999999996,198450.0,7044,2140,4904,11025,1370,1110.3941666666667,0.3038046564452016,7.611111111111111,180
validation,supplier_delay,1003,SKU-001,service_aware,39349.29999999999,0.0,7044,7044,0,0,42583,218.60722222222216,1.0,236.57222222222222,180
validation,supplier_delay,1004,SKU-001,independent,24301.999999999996,1224.0,7044,6986,58,68,28069,141.8111111111111,0.9917660420215787,155.9388888888889,180
validation,supplier_delay,1004,SKU-001,normal_optimized,1227.95,206370.0,7044,2034,5010,11465,1180,1153.3219444444444,0.2887563884156729,6.555555555555555,180
validation,supplier_delay,1004,SKU-001,service_aware,39357.899999999994,0.0,7044,7044,0,0,42221,218.65499999999997,1.0,234.5611111111111,180
validation,supplier_delay,1005,SKU-001,independent,25101.05,396.0,7044,7022,22,22,29283,141.65027777777777,0.9968767745599092,162.68333333333334,180
validation,supplier_delay,1005,SKU-001,normal_optimized,1712.2000000000007,182664.0,7044,2366,4678,10148,1710,1024.3122222222223,0.33588869960249856,9.5,180
validation,supplier_delay,1005,SKU-001,service_aware,40205.14999999998,0.0,7044,7044,0,0,43481,223.36194444444433,1.0,241.5611111111111,180
validation,supplier_delay,1006,SKU-001,independent,24826.5,828.0,7044,7001,43,46,29393,142.525,0.9938955139125497,163.29444444444445,180
validation,supplier_delay,1006,SKU-001,normal_optimized,1653.3000000000002,183636.0,7044,2400,4644,10202,1619,1029.385,0.34071550255536626,8.994444444444444,180
validation,supplier_delay,1006,SKU-001,service_aware,39908.200000000004,0.0,7044,7044,0,0,43567,221.71222222222224,1.0,242.0388888888889,180
validation,supplier_delay,1007,SKU-001,independent,23867.00000000001,1800.0,7044,6958,86,100,28493,142.5944444444445,0.9877910278250994,158.29444444444445,180
validation,supplier_delay,1007,SKU-001,normal_optimized,1474.4499999999996,194670.0,7044,2197,4847,10815,1440,1089.691388888889,0.31189664963089153,8.0,180
validation,supplier_delay,1007,SKU-001,service_aware,38899.749999999985,108.0,7044,7038,6,6,42619,216.70972222222215,0.9991482112436116,236.7722222222222,180
validation,supplier_delay,1008,SKU-001,independent,24671.050000000003,756.0,7044,7002,42,42,28970,141.26138888888892,0.9940374787052811,160.94444444444446,180
validation,supplier_delay,1008,SKU-001,normal_optimized,1475.6499999999994,188046.0,7044,2273,4771,10447,1467,1052.8980555555556,0.32268597387847814,8.15,180
validation,supplier_delay,1008,SKU-001,service_aware,39753.15,0.0,7044,7044,0,0,43148,220.85083333333336,1.0,239.7111111111111,180
validation,supplier_delay,1009,SKU-001,independent,24333.25,414.0,7044,7021,23,23,28405,137.48472222222222,0.9967348097671778,157.80555555555554,180
validation,supplier_delay,1009,SKU-001,normal_optimized,1403.8999999999999,192024.0,7044,2151,4893,10668,1355,1074.5994444444443,0.305366269165247,7.527777777777778,180
validation,supplier_delay,1009,SKU-001,service_aware,39436.54999999998,0.0,7044,7044,0,0,42602,219.09194444444435,1.0,236.67777777777778,180
validation,supplier_delay,1010,SKU-001,independent,24084.15000000001,1152.0,7044,6984,60,64,28402,140.20083333333338,0.9914821124361158,157.7888888888889,180
validation,supplier_delay,1010,SKU-001,normal_optimized,1173.4500000000003,200700.0,7044,2048,4996,11150,1143,1121.5191666666667,0.29074389551391255,6.35,180
validation,supplier_delay,1010,SKU-001,service_aware,39143.79999999998,0.0,7044,7044,0,0,42558,217.46555555555545,1.0,236.43333333333334,180
validation,supplier_delay,1011,SKU-001,independent,24546.249999999996,972.0,7044,6992,52,54,28705,141.76805555555555,0.9926178307779671,159.47222222222223,180
validation,supplier_delay,1011,SKU-001,normal_optimized,1091.3500000000001,189054.0,7044,2100,4944,10503,1063,1056.3630555555555,0.2981260647359455,5.905555555555556,180
validation,supplier_delay,1011,SKU-001,service_aware,39617.05,0.0,7044,7044,0,0,42871,220.09472222222223,1.0,238.17222222222222,180
validation,supplier_delay,1012,SKU-001,independent,24281.099999999988,1944.0,7044,6944,100,108,28766,145.69499999999994,0.9858035207268597,159.8111111111111,180
validation,supplier_delay,1012,SKU-001,normal_optimized,1469.1500000000008,188262.0,7044,2479,4565,10459,1401,1054.0619444444444,0.3519307211811471,7.783333333333333,180
validation,supplier_delay,1012,SKU-001,service_aware,39297.049999999996,54.0,7044,7041,3,3,42881,218.6169444444444,0.9995741056218058,238.2277777777778,180
validation,combined_stress,1001,SKU-001,independent,19164.650000000012,93888.0,8223,6045,2178,5216,22714,628.0702777777778,0.7351331630791682,126.18888888888888,180
validation,combined_stress,1001,SKU-001,normal_optimized,1316.0000000000002,392544.0,8223,1828,6395,21808,1283,2188.1111111111113,0.22230329563419676,7.127777777777778,180
validation,combined_stress,1001,SKU-001,service_aware,31768.699999999997,51156.0,8223,6777,1446,2842,34560,460.69277777777774,0.8241517694272164,192.0,180
validation,combined_stress,1002,SKU-001,independent,19278.19999999999,89514.0,8223,6131,2092,4973,22118,604.401111111111,0.7455916332238842,122.87777777777778,180
validation,combined_stress,1002,SKU-001,normal_optimized,1130.7,392742.0,8223,1539,6684,21819,1100,2188.181666666667,0.1871579715432324,6.111111111111111,180
validation,combined_stress,1002,SKU-001,service_aware,31971.350000000013,48384.0,8223,6811,1412,2688,34053,446.41861111111115,0.828286513437918,189.18333333333334,180
validation,combined_stress,1003,SKU-001,independent,19021.650000000005,90774.0,8223,6043,2180,5043,22097,609.9758333333334,0.7348899428432446,122.7611111111111,180
validation,combined_stress,1003,SKU-001,normal_optimized,1140.2500000000002,395316.0,8223,1678,6545,21962,1104,2202.534722222222,0.2040617779399246,6.133333333333334,180
validation,combined_stress,1003,SKU-001,service_aware,31576.600000000006,47358.0,8223,6811,1412,2631,33905,438.52555555555557,0.828286513437918,188.36111111111111,180
validation,combined_stress,1004,SKU-001,independent,18973.79999999999,90900.0,8223,6115,2108,5050,21690,610.41,0.7436458713364952,120.5,180
validation,combined_stress,1004,SKU-001,normal_optimized,889.8000000000001,400662.0,8223,1526,6697,22259,858,2230.8433333333332,0.1855770400097288,4.766666666666667,180
validation,combined_stress,1004,SKU-001,service_aware,31628.249999999978,48870.0,8223,6821,1402,2715,33575,447.21249999999986,0.8295026146175362,186.52777777777777,180
validation,combined_stress,1005,SKU-001,independent,19796.9,78246.0,8223,6246,1977,4347,22862,544.6827777777778,0.7595767967894929,127.0111111111111,180
validation,combined_stress,1005,SKU-001,normal_optimized,1245.7500000000007,370260.0,8223,1752,6471,20570,1245,2063.920833333333,0.21306092666909887,6.916666666666667,180
validation,combined_stress,1005,SKU-001,service_aware,32584.39999999999,38772.0,8223,6960,1263,2154,34889,396.4244444444444,0.8464064210142284,193.82777777777778,180
validation,combined_stress,1006,SKU-001,independent,19522.200000000008,82242.0,8223,6273,1950,4569,22874,565.3566666666667,0.7628602699744619,127.07777777777778,180
validation,combined_stress,1006,SKU-001,normal_optimized,1176.8999999999999,371952.0,8223,1794,6429,20664,1147,2072.9383333333335,0.21816855162349508,6.372222222222222,180
validation,combined_stress,1006,SKU-001,service_aware,32291.7,42462.0,8223,6960,1263,2359,34884,415.2983333333333,0.8464064210142284,193.8,180
validation,combined_stress,1007,SKU-001,independent,18973.25,96228.0,8223,6063,2160,5346,22434,640.0069444444445,0.7373221452024808,124.63333333333334,180
validation,combined_stress,1007,SKU-001,normal_optimized,1159.05,391176.0,8223,1712,6511,21732,1149,2179.639166666667,0.2081965219506263,6.383333333333334,180
validation,combined_stress,1007,SKU-001,service_aware,31667.89999999999,55008.0,8223,6770,1453,3056,34364,481.53277777777777,0.8233004986014837,190.9111111111111,180
validation,combined_stress,1008,SKU-001,independent,19522.949999999997,89370.0,8223,6082,2141,4965,22768,604.9608333333333,0.7396327374437554,126.4888888888889,180
validation,combined_stress,1008,SKU-001,normal_optimized,1062.9,376920.0,8223,1763,6460,20940,1069,2099.905,0.21439863796667882,5.938888888888889,180
validation,combined_stress,1008,SKU-001,service_aware,32159.549999999992,47448.0,8223,6793,1430,2636,34659,442.2641666666666,0.8260975313146054,192.55,180
validation,combined_stress,1009,SKU-001,independent,19059.050000000003,96048.0,8223,5980,2243,5336,22214,639.4836111111111,0.7272285054116503,123.41111111111111,180
validation,combined_stress,1009,SKU-001,normal_optimized,1060.45,391590.0,8223,1679,6544,21755,1023,2181.3913888888887,0.2041833880578864,5.683333333333334,180
validation,combined_stress,1009,SKU-001,service_aware,31447.949999999986,49806.0,8223,6732,1491,2767,33865,451.41083333333324,0.8186793141189347,188.13888888888889,180
validation,combined_stress,1010,SKU-001,independent,19186.050000000007,102618.0,8223,6052,2171,5701,22421,676.6891666666667,0.7359844339049009,124.56111111111112,180
validation,combined_stress,1010,SKU-001,normal_optimized,858.3,406098.0,8223,1608,6615,22561,822,2260.8683333333333,0.19554906968259758,4.566666666666666,180
validation,combined_stress,1010,SKU-001,service_aware,31690.750000000007,58356.0,8223,6715,1508,3242,34182,500.2597222222222,0.8166119421135839,189.9,180
validation,combined_stress,1011,SKU-001,independent,19281.249999999993,96318.0,8223,6049,2174,5351,22412,642.2180555555556,0.7356196035510154,124.5111111111111,180
validation,combined_stress,1011,SKU-001,normal_optimized,839.3999999999999,386712.0,8223,1661,6562,21484,822,2153.0633333333335,0.20199440593457377,4.566666666666666,180
validation,combined_stress,1011,SKU-001,service_aware,31797.850000000002,52290.0,8223,6792,1431,2905,34186,467.15472222222223,0.8259759211966435,189.92222222222222,180
validation,combined_stress,1012,SKU-001,independent,19429.499999999996,99828.0,8223,6126,2097,5546,22738,662.5416666666666,0.7449835826340752,126.32222222222222,180
validation,combined_stress,1012,SKU-001,normal_optimized,1100.6499999999996,386406.0,8223,1974,6249,21467,1053,2152.8147222222224,0.24005837285662168,5.85,180
validation,combined_stress,1012,SKU-001,service_aware,32090.49999999999,58032.0,8223,6743,1480,3224,34636,500.6805555555555,0.8200170254165147,192.42222222222222,180
test,normal,1001,SKU-001,independent,33281.9,918.0,7460,7411,49,51,54612,189.99944444444446,0.9934316353887399,303.4,180
test,normal,1001,SKU-001,normal_optimized,11391.3,15462.0,7460,6730,730,859,17525,149.185,0.9021447721179625,97.36111111111111,180
test,normal,1001,SKU-001,service_aware,48356.600000000006,0.0,7460,7460,0,0,68781,268.64777777777783,1.0,382.1166666666667,180
test,normal,1002,SKU-001,independent,33362.24999999999,126.0,7460,7453,7,7,54443,186.0458333333333,0.9990616621983914,302.4611111111111,180
test,normal,1002,SKU-001,normal_optimized,11483.899999999996,12168.0,7460,6846,614,676,17349,131.3994444444444,0.9176943699731903,96.38333333333334,180
test,normal,1002,SKU-001,service_aware,48483.25000000002,0.0,7460,7460,0,0,68656,269.351388888889,1.0,381.4222222222222,180
test,normal,1003,SKU-001,independent,33451.09999999998,288.0,7460,7444,16,16,54746,187.43944444444432,0.9978552278820375,304.14444444444445,180
test,normal,1003,SKU-001,normal_optimized,11736.549999999992,13752.0,7460,6755,705,764,17723,141.6030555555555,0.9054959785522788,98.46111111111111,180
test,normal,1003,SKU-001,service_aware,48563.30000000004,0.0,7460,7460,0,0,68950,269.7961111111113,1.0,383.05555555555554,180
test,normal,1004,SKU-001,independent,33393.65,810.0,7460,7417,43,45,54229,190.02027777777778,0.9942359249329759,301.27222222222224,180
test,normal,1004,SKU-001,normal_optimized,11402.750000000004,15786.0,7460,6727,733,877,17140,151.04861111111114,0.9017426273458445,95.22222222222223,180
test,normal,1004,SKU-001,service_aware,48474.54999999999,0.0,7460,7460,0,0,68404,269.3030555555555,1.0,380.02222222222224,180
test,normal,1005,SKU-001,independent,33977.40000000001,36.0,7460,7458,2,2,55508,188.9633333333334,0.9997319034852546,308.3777777777778,180
test,normal,1005,SKU-001,normal_optimized,11941.599999999997,13320.0,7460,6796,664,740,18447,140.3422222222222,0.9109919571045576,102.48333333333333,180
test,normal,1005,SKU-001,service_aware,49104.4,0.0,7460,7460,0,0,69726,272.8022222222222,1.0,387.3666666666667,180
test,normal,1006,SKU-001,independent,33653.799999999996,198.0,7460,7449,11,11,55274,188.06555555555553,0.9985254691689008,307.0777777777778,180
test,normal,1006,SKU-001,normal_optimized,11790.599999999995,13248.0,7460,6760,700,736,18232,139.1033333333333,0.9061662198391421,101.28888888888889,180
test,normal,1006,SKU-001,service_aware,48771.60000000004,0.0,7460,7460,0,0,69483,270.95333333333355,1.0,386.01666666666665,180
test,normal,1007,SKU-001,independent,32873.74999999999,108.0,7460,7454,6,6,54260,183.2319444444444,0.999195710455764,301.44444444444446,180
test,normal,1007,SKU-001,normal_optimized,10976.849999999999,12834.0,7460,6794,666,713,17247,132.2825,0.9107238605898124,95.81666666666666,180
test,normal,1007,SKU-001,service_aware,47996.75,0.0,7460,7460,0,0,68474,266.6486111111111,1.0,380.4111111111111,180
test,normal,1008,SKU-001,independent,33666.70000000001,324.0,7460,7444,16,18,55442,188.8372222222223,0.9978552278820375,308.0111111111111,180
test,normal,1008,SKU-001,normal_optimized,11809.25,13968.0,7460,6773,687,776,18372,143.20694444444445,0.9079088471849865,102.06666666666666,180
test,normal,1008,SKU-001,service_aware,48776.95000000001,0.0,7460,7460,0,0,69644,270.9830555555556,1.0,386.9111111111111,180
test,normal,1009,SKU-001,independent,33285.649999999994,162.0,7460,7451,9,9,54262,185.82027777777773,0.9987935656836461,301.4555555555556,180
test,normal,1009,SKU-001,normal_optimized,11337.100000000002,16074.0,7460,6669,791,893,17288,152.2838888888889,0.8939678284182305,96.04444444444445,180
test,normal,1009,SKU-001,service_aware,48405.2,0.0,7460,7460,0,0,68473,268.91777777777776,1.0,380.40555555555557,180
test,normal,1010,SKU-001,independent,33109.2,504.0,7460,7434,26,28,54516,186.73999999999998,0.996514745308311,302.8666666666667,180
test,normal,1010,SKU-001,normal_optimized,11341.899999999994,15102.0,7460,6745,715,839,17553,146.91055555555553,0.9041554959785523,97.51666666666667,180
test,normal,1010,SKU-001,service_aware,48208.849999999984,0.0,7460,7460,0,0,68708,267.82694444444434,1.0,381.7111111111111,180
test,normal,1011,SKU-001,independent,33394.39999999999,468.0,7460,7434,26,26,55307,188.12444444444438,0.996514745308311,307.2611111111111,180
test,normal,1011,SKU-001,normal_optimized,11770.5,14796.0,7460,6759,701,822,18377,147.59166666666667,0.9060321715817694,102.09444444444445,180
test,normal,1011,SKU-001,service_aware,48495.45000000002,0.0,7460,7460,0,0,69501,269.4191666666668,1.0,386.1166666666667,180
test,normal,1012,SKU-001,independent,33157.49999999999,306.0,7460,7443,17,17,54366,185.9083333333333,0.9977211796246649,302.03333333333336,180
test,normal,1012,SKU-001,normal_optimized,11345.449999999993,16650.0,7460,6639,821,925,17452,155.53027777777774,0.8899463806970509,96.95555555555555,180
test,normal,1012,SKU-001,service_aware,48268.00000000001,0.0,7460,7460,0,0,68569,268.1555555555556,1.0,380.93888888888887,180
test,demand_spike,1001,SKU-001,independent,29617.650000000005,6984.0,8683,8342,341,388,48103,203.34250000000006,0.9607278590348958,267.2388888888889,180
test,demand_spike,1001,SKU-001,normal_optimized,9098.799999999997,78246.0,8683,6031,2652,4347,14144,485.2488888888889,0.6945756075089254,78.57777777777778,180
test,demand_spike,1001,SKU-001,service_aware,44390.100000000006,1134.0,8683,8620,63,63,61998,252.9116666666667,0.9927444431648048,344.43333333333334,180
test,demand_spike,1002,SKU-001,independent,29792.89999999999,5562.0,8683,8405,278,309,48118,196.4161111111111,0.967983415870091,267.3222222222222,180
test,demand_spike,1002,SKU-001,normal_optimized,9211.4,69390.0,8683,6159,2524,3855,13794,436.6744444444444,0.7093170563169412,76.63333333333334,180
test,demand_spike,1002,SKU-001,service_aware,44621.85000000003,558.0,8683,8652,31,31,62060,250.9991666666668,0.9964298053668087,344.77777777777777,180
test,demand_spike,1003,SKU-001,independent,29989.099999999984,6444.0,8683,8333,350,358,48505,202.40611111111102,0.9596913509155822,269.47222222222223,180
test,demand_spike,1003,SKU-001,normal_optimized,9496.549999999997,68382.0,8683,6265,2418,3799,14213,432.6586111111111,0.7215248186110791,78.96111111111111,180
test,demand_spike,1003,SKU-001,service_aware,44759.500000000044,342.0,8683,8664,19,19,62386,250.56388888888912,0.9978118161925602,346.5888888888889,180
