split,scenario,seed,policy,cost_per_day,demand_units,immediate_units,shortage_units,backlog_unit_days,mean_on_hand,fill_rate
validation,combined_stress,1005,independent,1284.5999722222223,14909,11006,3903,8833,209.02777777777777,0.7382118183647461
validation,combined_stress,1005,normal_optimized,3737.3861944444443,14909,4486,10423,32109,27.21666666666667,0.3008920786102354
validation,combined_stress,1005,service_aware,894.5535555555555,14909,12512,2397,4248,340.53333333333336,0.8392246294184721
validation,combined_stress,1006,independent,1273.9795,14909,11176,3733,8876,207.5,0.7496143269166275
validation,combined_stress,1006,normal_optimized,3774.7165833333333,14909,4464,10445,32422,26.866666666666667,0.29941645985646254
validation,combined_stress,1006,service_aware,898.0696666666665,14909,12627,2282,4352,339.53333333333336,0.8469380910859212
validation,combined_stress,1007,independent,1349.9074722222222,14909,10836,4073,9675,205.2277777777778,0.7268093098128647
validation,combined_stress,1007,normal_optimized,3882.4733055555557,14909,4415,10494,33440,26.555555555555557,0.296129854450332
validation,combined_stress,1007,service_aware,937.5958055555556,14909,12412,2497,4912,335.9944444444444,0.8325172714467771
validation,combined_stress,1008,independent,1318.0458333333333,14909,10944,3965,9211,207.55555555555554,0.7340532564222952
validation,combined_stress,1008,normal_optimized,3752.3150000000005,14909,4466,10443,32225,26.711111111111112,0.2995506070158964
validation,combined_stress,1008,service_aware,913.524111111111,14909,12504,2405,4507,338.4222222222222,0.8386880407807364
validation,combined_stress,1009,independent,1350.135527777778,14909,10912,3997,9540,208.16666666666666,0.7319069018713529
validation,combined_stress,1009,normal_optimized,3831.792833333333,14909,4531,10378,32904,27.683333333333334,0.3039103896974982
validation,combined_stress,1009,service_aware,944.7322777777777,14909,12457,2452,4788,338.3,0.8355355825340398
validation,combined_stress,1010,independent,1407.2153055555557,14909,10872,4037,10206,206.3777777777778,0.7292239586826749
validation,combined_stress,1010,normal_optimized,3981.3500277777775,14909,4328,10581,34364,26.116666666666667,0.29029445301495743
validation,combined_stress,1010,service_aware,992.7723333333333,14909,12369,2540,5384,336.9222222222222,0.8296331075189483
validation,combined_stress,1011,independent,1403.2266388888888,14909,10823,4086,9943,207.95555555555555,0.7259373532765444
validation,combined_stress,1011,normal_optimized,3876.8439722222224,14909,4451,10458,33142,26.56111111111111,0.2985445033201422
validation,combined_stress,1011,service_aware,965.7856666666667,14909,12406,2503,4986,337.65555555555557,0.8321148299684754
validation,combined_stress,1012,independent,1358.4984722222223,14909,10977,3932,9721,206.8388888888889,0.7362666845529546
validation,combined_stress,1012,normal_optimized,3831.7665833333335,14909,4737,10172,32841,25.555555555555557,0.31772754711918977
validation,combined_stress,1012,service_aware,953.7506944444444,14909,12457,2452,5002,337.6277777777778,0.8355355825340398
test,normal,1001,independent,433.01411111111133,13171,13087,84,86,538.4611111111111,0.9936223521372712
test,normal,1001,normal_optimized,342.94780555555553,13171,12371,800,948,231.52222222222224,0.9392604965454407
test,normal,1001,service_aware,611.0574444444446,13171,13158,13,13,695.0555555555555,0.9990129830688634
test,normal,1002,independent,429.7443055555555,13171,13134,37,37,539.4555555555555,0.9971907979652266
test,normal,1002,normal_optimized,326.36986111111105,13171,12483,688,758,232.63333333333333,0.947764027029079
test,normal,1002,service_aware,612.8120833333332,13171,13161,10,10,696.3055555555555,0.999240756206818
test,normal,1003,independent,430.43525,13171,13122,49,53,538.5111111111111,0.9962797054134083
test,normal,1003,normal_optimized,332.8631944444444,13171,12396,775,842,232.1888888888889,0.9411586060283957
test,normal,1003,service_aware,610.6835833333337,13171,13164,7,7,695.2555555555556,0.9994685293447726
test,normal,1004,independent,433.5148333333334,13171,13087,84,87,536.5388888888889,0.9936223521372712
test,normal,1004,normal_optimized,337.92183333333327,13171,12390,781,926,229.79444444444445,0.9407030597524865
test,normal,1004,service_aware,609.9198333333334,13171,13163,8,8,693.1,0.9993926049654545
test,normal,1005,independent,430.84119444444457,13171,13148,23,23,545.4166666666667,0.9982537392756814
test,normal,1005,normal_optimized,331.20425,13171,12460,711,797,239.09444444444443,0.9460177663047604
test,normal,1005,service_aware,615.0195277777776,13171,13167,4,4,702.3111111111111,0.9996963024827272
test,normal,1006,independent,431.3633055555554,13171,13126,45,46,542.3833333333333,0.996583402930681
test,normal,1006,normal_optimized,329.3464722222222,13171,12402,769,809,235.34444444444443,0.9416141523043049
test,normal,1006,service_aware,612.5121944444445,13171,13164,7,7,699.1666666666666,0.9994685293447726
test,normal,1007,independent,425.5914444444445,13171,13151,20,20,538.088888888889,0.998481512413636
test,normal,1007,normal_optimized,323.13024999999993,13171,12454,717,769,231.5611111111111,0.9455622200288513
test,normal,1007,service_aware,611.6153333333334,13171,13162,9,9,695.0277777777778,0.9993166805861362
test,normal,1008,independent,430.61055555555566,13171,13144,27,29,545.4055555555556,0.9979500417584086
test,normal,1008,normal_optimized,332.28975,13171,12445,726,819,238.84444444444443,0.9448789006149875
test,normal,1008,service_aware,615.7480555555555,13171,13163,8,8,702.2888888888889,0.9993926049654545
test,normal,1009,independent,433.1568333333333,13171,13125,46,47,542.2944444444445,0.9965074785513628
test,normal,1009,normal_optimized,345.67,13171,12324,847,951,236.26666666666668,0.9356920507174854
test,normal,1009,service_aware,614.711,13171,13160,11,11,699.0944444444444,0.9991648318274998
test,normal,1010,independent,425.14061111111107,13171,13129,42,45,538.2777777777778,0.9968111760686357
test,normal,1010,normal_optimized,332.3927777777777,13171,12411,760,889,231.72222222222223,0.9422974717181687
test,normal,1010,service_aware,607.8936666666665,13171,13165,6,7,695.0666666666666,0.9995444537240908
test,normal,1011,independent,431.29083333333324,13171,13108,63,66,545.8000000000001,0.9952167641029535
test,normal,1011,normal_optimized,342.112388888889,13171,12394,777,907,240.5,0.9410067572697594
test,normal,1011,service_aware,612.735555555556,13171,13152,19,22,702.5555555555555,0.9985574367929542
test,normal,1012,independent,430.80083333333334,13171,13117,54,58,538.1722222222222,0.9959000835168172
test,normal,1012,normal_optimized,352.19791666666674,13171,12255,916,1024,232.54444444444445,0.9304532685445297
test,normal,1012,service_aware,610.3747222222221,13171,13163,8,8,694.8944444444444,0.9993926049654545
test,demand_spike,1001,independent,529.3350277777779,15408,14566,842,1149,473.4333333333333,0.9453530633437176
test,demand_spike,1001,normal_optimized,940.7101666666667,15408,11660,3748,6388,191.05,0.7567497403946002
test,demand_spike,1001,service_aware,601.4261111111113,15408,15152,256,335,625.85,0.9833852544132918
test,demand_spike,1002,independent,469.53952777777783,15408,14782,626,727,476.75,0.9593717549325026
test,demand_spike,1002,normal_optimized,783.9279444444444,15408,11985,3423,5204,189.26111111111112,0.7778426791277259
test,demand_spike,1002,service_aware,583.1618055555557,15408,15243,165,186,630.7666666666667,0.989291277258567
test,demand_spike,1003,independent,476.7776944444443,15408,14702,706,779,473.56111111111113,0.9541796469366562
test,demand_spike,1003,normal_optimized,853.0190833333334,15408,11868,3540,5546,188.98333333333332,0.7702492211838006
test,demand_spike,1003,service_aware,573.942388888889,15408,15286,122,146,626.95,0.9920820353063343
test,demand_spike,1004,independent,500.29847222222224,15408,14608,800,976,472.7722222222222,0.9480789200415368
test,demand_spike,1004,normal_optimized,880.2676944444444,15408,11868,3540,5880,188.38888888888889,0.7702492211838006
test,demand_spike,1004,service_aware,588.4518055555557,15408,15166,242,277,625.7111111111111,0.9842938733125649
test,demand_spike,1005,independent,472.6911388888889,15408,14780,628,744,483.06666666666666,0.9592419522326064
test,demand_spike,1005,normal_optimized,754.4243333333334,15408,12262,3146,4917,196.87777777777777,0.7958203530633438
test,demand_spike,1005,service_aware,585.2441388888889,15408,15253,155,181,636.8722222222221,0.9899402907580478
test,demand_spike,1006,independent,478.1311666666667,15408,14759,649,749,479.93888888888887,0.9578790238836968
test,demand_spike,1006,normal_optimized,781.4185,15408,12189,3219,4960,191.1,0.7910825545171339
test,demand_spike,1006,service_aware,584.4538333333333,15408,15217,191,208,633.8666666666667,0.9876038421599169
test,demand_spike,1007,independent,460.9648888888888,15408,14773,635,682,472.7111111111111,0.9587876427829699
test,demand_spike,1007,normal_optimized,823.6616944444444,15408,11902,3506,5594,188.73888888888888,0.7724558670820353
test,demand_spike,1007,service_aware,577.3196944444446,15408,15267,141,156,626.9,0.9908489096573209
test,demand_spike,1008,independent,440.88388888888903,15408,14971,437,469,481.0722222222222,0.9716381100726895
test,demand_spike,1008,normal_optimized,753.1375,15408,12138,3270,4982,193.36111111111111,0.7877725856697819
test,demand_spike,1008,service_aware,575.9666111111111,15408,15318,90,99,636.0944444444444,0.9941588785046729
test,demand_spike,1009,independent,497.8478611111111,15408,14603,805,946,477.49444444444447,0.9477544132917964
test,demand_spike,1009,normal_optimized,863.7486111111112,15408,12001,3407,5934,195.4111111111111,0.7788811007268951
test,demand_spike,1009,service_aware,586.0740000000001,15408,15191,217,233,630.5333333333333,0.9859164070612668
test,demand_spike,1010,independent,485.73100000000005,15408,14613,795,937,472.27222222222224,0.9484034267912772
test,demand_spike,1010,normal_optimized,946.7672777777777,15408,11772,3636,6693,191.8722222222222,0.764018691588785
test,demand_spike,1010,service_aware,573.5153888888887,15408,15237,171,184,625.1888888888889,0.9889018691588785
test,demand_spike,1011,independent,494.07683333333324,15408,14638,770,944,483.20000000000005,0.9500259605399792
test,demand_spike,1011,normal_optimized,796.9941111111111,15408,12068,3340,5201,197.56666666666666,0.7832294911734164
test,demand_spike,1011,service_aware,589.4514444444446,15408,15171,237,260,636.6055555555556,0.9846183800623053
test,demand_spike,1012,independent,508.8785833333334,15408,14584,824,1048,475.23333333333335,0.946521287642783
test,demand_spike,1012,normal_optimized,866.8022777777777,15408,11909,3499,5942,192.05,0.7729101765316718
test,demand_spike,1012,service_aware,592.2558055555554,15408,15165,243,289,627.8888888888889,0.9842289719626168
test,supplier_delay,1001,independent,354.32416666666677,13171,12727,444,569,247.1111111111111,0.9662895755827197
test,supplier_delay,1001,normal_optimized,2082.779888888889,13171,5168,8003,17891,34.2,0.3923771923164528
test,supplier_delay,1001,service_aware,462.409611111111,13171,13132,39,42,401.1666666666667,0.9970389492065902
test,supplier_delay,1002,independent,337.2406666666667,13171,12840,331,411,249.70555555555558,0.9748690304456761
test,supplier_delay,1002,normal_optimized,2044.8425,13171,5045,8126,17727,33.861111111111114,0.38303849366031434
test,supplier_delay,1002,service_aware,468.58002777777773,13171,13135,36,37,404.68888888888887,0.9972667223445448
test,supplier_delay,1003,independent,345.6285,13171,12808,363,459,247.66111111111113,0.9724394503074938
test,supplier_delay,1003,normal_optimized,2153.47975,13171,4810,8361,18389,35.5,0.36519626452053755
test,supplier_delay,1003,service_aware,462.4541666666667,13171,13147,24,25,402.15,0.9981778148963633
test,supplier_delay,1004,independent,335.4936388888889,13171,12809,362,440,244.48888888888888,0.9725153746868119
test,supplier_delay,1004,normal_optimized,2186.913333333333,13171,4937,8234,18929,33.90555555555556,0.37483866069394883
test,supplier_delay,1004,service_aware,460.9105555555557,13171,13149,22,22,399.25,0.9983296636549996
test,supplier_delay,1005,independent,337.36172222222217,13171,12880,291,393,257.6277777777778,0.977906005618404
test,supplier_delay,1005,normal_optimized,1896.7843333333333,13171,5507,7664,16343,37.016666666666666,0.4181155569053223
test,supplier_delay,1005,service_aware,474.9331944444446,13171,13127,44,48,412.47777777777776,0.9966593273099993
test,supplier_delay,1006,independent,341.01741666666663,13171,12836,335,415,253.05,0.9745653329284033
test,supplier_delay,1006,normal_optimized,1977.998722222222,13171,5232,7939,16963,35.394444444444446,0.39723635259281753
test,supplier_delay,1006,service_aware,467.59038888888887,13171,13155,16,16,408.11111111111114,0.9987852099309088
test,supplier_delay,1007,independent,330.98800000000006,13171,12856,315,374,248.67777777777778,0.9760838205147673
test,supplier_delay,1007,normal_optimized,2046.3660555555557,13171,5003,8168,17594,35.327777777777776,0.37984966972894996
test,supplier_delay,1007,service_aware,462.7523333333334,13171,13153,18,18,403.46666666666664,0.9986333611722724
test,supplier_delay,1008,independent,327.0363055555556,13171,12914,257,308,255.31111111111113,0.9804874345152228
test,supplier_delay,1008,normal_optimized,1962.6999722222222,13171,5302,7869,16932,35.56111111111111,0.4025510591450915
test,supplier_delay,1008,service_aware,472.0205555555557,13171,13151,20,20,410.7944444444444,0.998481512413636
test,supplier_delay,1009,independent,336.02688888888883,13171,12843,328,396,253.6777777777778,0.9750968035836307
test,supplier_delay,1009,normal_optimized,2062.4603333333334,13171,5231,7940,17843,37.62222222222222,0.39716042821349934
test,supplier_delay,1009,service_aware,469.3399722222223,13171,13147,24,24,408.35,0.9981778148963633
test,supplier_delay,1010,independent,333.1994722222222,13171,12826,345,428,246.74444444444444,0.9738060891352213
test,supplier_delay,1010,normal_optimized,2097.9971666666665,13171,5147,8024,18264,33.3,0.39078278035077063
test,supplier_delay,1010,service_aware,462.6057777777778,13171,13142,29,32,401.72777777777776,0.9977981929997722
test,supplier_delay,1011,independent,331.0833055555557,13171,12891,280,322,257.4666666666667,0.9787411737909043
test,supplier_delay,1011,normal_optimized,1939.5229722222223,13171,5251,7920,16659,36.69444444444444,0.3986789157998633
test,supplier_delay,1011,service_aware,471.58261111111074,13171,13141,30,33,412.5,0.997722268620454
test,supplier_delay,1012,independent,347.72927777777767,13171,12752,419,528,247.92777777777778,0.9681876850656745
test,supplier_delay,1012,normal_optimized,2050.1136666666666,13171,5341,7830,17778,36.72222222222222,0.40551210993850123
test,supplier_delay,1012,service_aware,464.2850277777776,13171,13136,35,39,402.0388888888889,0.9973426467238631
test,combined_stress,1001,independent,1691.9685833333333,15408,10795,4613,11673,191.04999999999998,0.7006100726895119
test,combined_stress,1001,normal_optimized,4546.59463888889,15408,4038,11370,38510,27.672222222222224,0.2620716510903427
test,combined_stress,1001,service_aware,1178.6559444444445,15408,12501,2907,6125,316.82222222222225,0.8113317757009346
test,combined_stress,1002,independent,1526.7632777777778,15408,10716,4692,10569,188.75,0.6954828660436138
test,combined_stress,1002,normal_optimized,4383.4825,15408,3916,11492,37505,26.63888888888889,0.25415368639667707
test,combined_stress,1002,service_aware,1018.0043333333333,15408,12597,2811,5079,314.97222222222223,0.8175623052959502
test,combined_stress,1003,independent,1652.058361111111,15408,10518,4890,11491,189.12777777777777,0.682632398753894
test,combined_stress,1003,normal_optimized,4581.999444444445,15408,3781,11627,38804,28.96666666666666,0.2453920041536864
test,combined_stress,1003,service_aware,1104.72225,15408,12384,3024,5680,313.77222222222224,0.8037383177570093
test,combined_stress,1004,independent,1697.5014166666667,15408,10665,4743,11906,187.0611111111111,0.6921728971962616
test,combined_stress,1004,normal_optimized,4605.268972222222,15408,3883,11525,39131,27.47222222222222,0.25201194184839043
test,combined_stress,1004,service_aware,1169.8876666666667,15408,12357,3051,6165,312.73333333333335,0.8019859813084113
test,combined_stress,1005,independent,1478.2505277777777,15408,11021,4387,10149,197.16666666666666,0.7152777777777778
test,combined_stress,1005,normal_optimized,4209.455861111111,15408,4196,11212,35818,29.3,0.27232606438213913
test,combined_stress,1005,service_aware,1015.8432222222223,15408,12787,2621,4982,325.09999999999997,0.8298935617860852
test,combined_stress,1006,independent,1436.9320277777779,15408,11101,4307,9769,189.86666666666667,0.7204698857736241
test,combined_stress,1006,normal_optimized,4280.861222222222,15408,3865,11543,36386,26.322222222222223,0.25084371754932505
test,combined_stress,1006,service_aware,999.9235833333333,15408,12914,2494,4765,319.77777777777777,0.8381360332294912
test,combined_stress,1007,independent,1626.4676388888888,15408,10615,4793,11519,191.30555555555554,0.6889278296988577
