split,scenario,seed,sku,policy,node_id,immediate_units,demand_units,fill_rate
validation,normal,1007,SKU-001,normal_optimized,5,1720,1898,0.9062170706006323
validation,normal,1007,SKU-001,service_aware,2,1565,1565,1.0
validation,normal,1007,SKU-001,service_aware,3,1792,1792,1.0
validation,normal,1007,SKU-001,service_aware,4,1789,1789,1.0
validation,normal,1007,SKU-001,service_aware,5,1898,1898,1.0
validation,normal,1008,SKU-001,independent,2,1563,1565,0.9987220447284345
validation,normal,1008,SKU-001,independent,3,1785,1792,0.99609375
validation,normal,1008,SKU-001,independent,4,1789,1789,1.0
validation,normal,1008,SKU-001,independent,5,1890,1898,0.9957850368809273
validation,normal,1008,SKU-001,normal_optimized,2,1395,1565,0.8913738019169329
validation,normal,1008,SKU-001,normal_optimized,3,1649,1792,0.9202008928571429
validation,normal,1008,SKU-001,normal_optimized,4,1688,1789,0.9435438792621577
validation,normal,1008,SKU-001,normal_optimized,5,1722,1898,0.9072708113804004
validation,normal,1008,SKU-001,service_aware,2,1565,1565,1.0
validation,normal,1008,SKU-001,service_aware,3,1792,1792,1.0
validation,normal,1008,SKU-001,service_aware,4,1789,1789,1.0
validation,normal,1008,SKU-001,service_aware,5,1898,1898,1.0
validation,normal,1009,SKU-001,independent,2,1565,1565,1.0
validation,normal,1009,SKU-001,independent,3,1792,1792,1.0
validation,normal,1009,SKU-001,independent,4,1789,1789,1.0
validation,normal,1009,SKU-001,independent,5,1890,1898,0.9957850368809273
validation,normal,1009,SKU-001,normal_optimized,2,1430,1565,0.9137380191693291
validation,normal,1009,SKU-001,normal_optimized,3,1630,1792,0.9095982142857143
validation,normal,1009,SKU-001,normal_optimized,4,1658,1789,0.9267747344885411
validation,normal,1009,SKU-001,normal_optimized,5,1760,1898,0.9272918861959958
validation,normal,1009,SKU-001,service_aware,2,1565,1565,1.0
validation,normal,1009,SKU-001,service_aware,3,1792,1792,1.0
validation,normal,1009,SKU-001,service_aware,4,1789,1789,1.0
validation,normal,1009,SKU-001,service_aware,5,1898,1898,1.0
validation,normal,1010,SKU-001,independent,2,1565,1565,1.0
validation,normal,1010,SKU-001,independent,3,1786,1792,0.9966517857142857
validation,normal,1010,SKU-001,independent,4,1786,1789,0.9983230855226384
validation,normal,1010,SKU-001,independent,5,1898,1898,1.0
validation,normal,1010,SKU-001,normal_optimized,2,1466,1565,0.936741214057508
validation,normal,1010,SKU-001,normal_optimized,3,1624,1792,0.90625
validation,normal,1010,SKU-001,normal_optimized,4,1647,1789,0.9206260480715484
validation,normal,1010,SKU-001,normal_optimized,5,1761,1898,0.9278187565858799
validation,normal,1010,SKU-001,service_aware,2,1565,1565,1.0
validation,normal,1010,SKU-001,service_aware,3,1792,1792,1.0
validation,normal,1010,SKU-001,service_aware,4,1789,1789,1.0
validation,normal,1010,SKU-001,service_aware,5,1898,1898,1.0
validation,normal,1011,SKU-001,independent,2,1565,1565,1.0
validation,normal,1011,SKU-001,independent,3,1792,1792,1.0
validation,normal,1011,SKU-001,independent,4,1789,1789,1.0
validation,normal,1011,SKU-001,independent,5,1896,1898,0.9989462592202318
validation,normal,1011,SKU-001,normal_optimized,2,1479,1565,0.9450479233226837
validation,normal,1011,SKU-001,normal_optimized,3,1660,1792,0.9263392857142857
validation,normal,1011,SKU-001,normal_optimized,4,1636,1789,0.9144773616545556
validation,normal,1011,SKU-001,normal_optimized,5,1718,1898,0.9051633298208641
validation,normal,1011,SKU-001,service_aware,2,1565,1565,1.0
validation,normal,1011,SKU-001,service_aware,3,1792,1792,1.0
validation,normal,1011,SKU-001,service_aware,4,1789,1789,1.0
validation,normal,1011,SKU-001,service_aware,5,1898,1898,1.0
validation,normal,1012,SKU-001,independent,2,1565,1565,1.0
validation,normal,1012,SKU-001,independent,3,1787,1792,0.9972098214285714
validation,normal,1012,SKU-001,independent,4,1785,1789,0.9977641140301845
validation,normal,1012,SKU-001,independent,5,1898,1898,1.0
validation,normal,1012,SKU-001,normal_optimized,2,1486,1565,0.949520766773163
validation,normal,1012,SKU-001,normal_optimized,3,1652,1792,0.921875
validation,normal,1012,SKU-001,normal_optimized,4,1595,1789,0.8915595304639463
validation,normal,1012,SKU-001,normal_optimized,5,1707,1898,0.8993677555321391
validation,normal,1012,SKU-001,service_aware,2,1565,1565,1.0
validation,normal,1012,SKU-001,service_aware,3,1792,1792,1.0
validation,normal,1012,SKU-001,service_aware,4,1789,1789,1.0
validation,normal,1012,SKU-001,service_aware,5,1898,1898,1.0
validation,demand_spike,1001,SKU-001,independent,2,1770,1807,0.9795240730492529
validation,demand_spike,1001,SKU-001,independent,3,1987,2078,0.9562078922040423
validation,demand_spike,1001,SKU-001,independent,4,2031,2126,0.9553151458137347
validation,demand_spike,1001,SKU-001,independent,5,2122,2212,0.9593128390596745
validation,demand_spike,1001,SKU-001,normal_optimized,2,1398,1807,0.7736579966795795
validation,demand_spike,1001,SKU-001,normal_optimized,3,1592,2078,0.766121270452358
validation,demand_spike,1001,SKU-001,normal_optimized,4,1474,2126,0.6933207902163687
validation,demand_spike,1001,SKU-001,normal_optimized,5,1559,2212,0.7047920433996383
validation,demand_spike,1001,SKU-001,service_aware,2,1804,1807,0.9983397897066962
validation,demand_spike,1001,SKU-001,service_aware,3,2072,2078,0.9971126082771896
validation,demand_spike,1001,SKU-001,service_aware,4,2112,2126,0.993414863593603
validation,demand_spike,1001,SKU-001,service_aware,5,2194,2212,0.9918625678119349
validation,demand_spike,1002,SKU-001,independent,2,1771,1807,0.9800774764803541
validation,demand_spike,1002,SKU-001,independent,3,2067,2078,0.9947064485081809
validation,demand_spike,1002,SKU-001,independent,4,1954,2126,0.9190968955785512
validation,demand_spike,1002,SKU-001,independent,5,2108,2212,0.9529837251356239
validation,demand_spike,1002,SKU-001,normal_optimized,2,1414,1807,0.7825124515771997
validation,demand_spike,1002,SKU-001,normal_optimized,3,1611,2078,0.7752646775745909
validation,demand_spike,1002,SKU-001,normal_optimized,4,1478,2126,0.6952022577610536
validation,demand_spike,1002,SKU-001,normal_optimized,5,1549,2212,0.7002712477396021
validation,demand_spike,1002,SKU-001,service_aware,2,1807,1807,1.0
validation,demand_spike,1002,SKU-001,service_aware,3,2078,2078,1.0
validation,demand_spike,1002,SKU-001,service_aware,4,2075,2126,0.9760112888052681
validation,demand_spike,1002,SKU-001,service_aware,5,2173,2212,0.9823688969258589
validation,demand_spike,1003,SKU-001,independent,2,1751,1807,0.9690094078583287
validation,demand_spike,1003,SKU-001,independent,3,2062,2078,0.9923002887391723
validation,demand_spike,1003,SKU-001,independent,4,1964,2126,0.9238005644402634
validation,demand_spike,1003,SKU-001,independent,5,2170,2212,0.9810126582278481
validation,demand_spike,1003,SKU-001,normal_optimized,2,1326,1807,0.7338129496402878
validation,demand_spike,1003,SKU-001,normal_optimized,3,1680,2078,0.8084696823869105
validation,demand_spike,1003,SKU-001,normal_optimized,4,1449,2126,0.6815616180620885
validation,demand_spike,1003,SKU-001,normal_optimized,5,1607,2212,0.726491862567812
validation,demand_spike,1003,SKU-001,service_aware,2,1807,1807,1.0
validation,demand_spike,1003,SKU-001,service_aware,3,2078,2078,1.0
validation,demand_spike,1003,SKU-001,service_aware,4,2112,2126,0.993414863593603
validation,demand_spike,1003,SKU-001,service_aware,5,2211,2212,0.9995479204339964
validation,demand_spike,1004,SKU-001,independent,2,1751,1807,0.9690094078583287
validation,demand_spike,1004,SKU-001,independent,3,2010,2078,0.9672762271414822
validation,demand_spike,1004,SKU-001,independent,4,2006,2126,0.9435559736594544
validation,demand_spike,1004,SKU-001,independent,5,2149,2212,0.9715189873417721
validation,demand_spike,1004,SKU-001,normal_optimized,2,1373,1807,0.7598229109020476
validation,demand_spike,1004,SKU-001,normal_optimized,3,1551,2078,0.746390760346487
validation,demand_spike,1004,SKU-001,normal_optimized,4,1506,2126,0.7083725305738476
validation,demand_spike,1004,SKU-001,normal_optimized,5,1681,2212,0.7599457504520796
validation,demand_spike,1004,SKU-001,service_aware,2,1802,1807,0.9972329828444937
validation,demand_spike,1004,SKU-001,service_aware,3,2073,2078,0.9975938402309913
validation,demand_spike,1004,SKU-001,service_aware,4,2118,2126,0.9962370649106302
validation,demand_spike,1004,SKU-001,service_aware,5,2208,2212,0.9981916817359855
validation,demand_spike,1005,SKU-001,independent,2,1724,1807,0.9540675152185943
validation,demand_spike,1005,SKU-001,independent,3,2019,2078,0.9716073147256978
validation,demand_spike,1005,SKU-001,independent,4,2000,2126,0.940733772342427
validation,demand_spike,1005,SKU-001,independent,5,2168,2212,0.9801084990958409
validation,demand_spike,1005,SKU-001,normal_optimized,2,1382,1807,0.7648035417819591
validation,demand_spike,1005,SKU-001,normal_optimized,3,1566,2078,0.753609239653513
validation,demand_spike,1005,SKU-001,normal_optimized,4,1590,2126,0.7478833490122295
validation,demand_spike,1005,SKU-001,normal_optimized,5,1694,2212,0.7658227848101266
validation,demand_spike,1005,SKU-001,service_aware,2,1780,1807,0.9850581073602657
validation,demand_spike,1005,SKU-001,service_aware,3,2073,2078,0.9975938402309913
validation,demand_spike,1005,SKU-001,service_aware,4,2117,2126,0.995766698024459
validation,demand_spike,1005,SKU-001,service_aware,5,2212,2212,1.0
validation,demand_spike,1006,SKU-001,independent,2,1797,1807,0.9944659656889873
validation,demand_spike,1006,SKU-001,independent,3,2017,2078,0.9706448508180944
validation,demand_spike,1006,SKU-001,independent,4,1970,2126,0.9266227657572906
validation,demand_spike,1006,SKU-001,independent,5,2166,2212,0.9792043399638336
validation,demand_spike,1006,SKU-001,normal_optimized,2,1480,1807,0.8190370780298838
validation,demand_spike,1006,SKU-001,normal_optimized,3,1518,2078,0.7305101058710298
validation,demand_spike,1006,SKU-001,normal_optimized,4,1539,2126,0.7238946378174976
validation,demand_spike,1006,SKU-001,normal_optimized,5,1705,2212,0.7707956600361664
validation,demand_spike,1006,SKU-001,service_aware,2,1807,1807,1.0
validation,demand_spike,1006,SKU-001,service_aware,3,2073,2078,0.9975938402309913
validation,demand_spike,1006,SKU-001,service_aware,4,2106,2126,0.9905926622765757
validation,demand_spike,1006,SKU-001,service_aware,5,2212,2212,1.0
validation,demand_spike,1007,SKU-001,independent,2,1765,1807,0.9767570558937465
validation,demand_spike,1007,SKU-001,independent,3,2048,2078,0.9855630413859481
validation,demand_spike,1007,SKU-001,independent,4,1929,2126,0.9073377234242709
validation,demand_spike,1007,SKU-001,independent,5,2130,2212,0.9629294755877035
validation,demand_spike,1007,SKU-001,normal_optimized,2,1402,1807,0.7758716104039846
validation,demand_spike,1007,SKU-001,normal_optimized,3,1692,2078,0.8142444658325313
validation,demand_spike,1007,SKU-001,normal_optimized,4,1394,2126,0.6556914393226717
validation,demand_spike,1007,SKU-001,normal_optimized,5,1510,2212,0.6826401446654611
validation,demand_spike,1007,SKU-001,service_aware,2,1799,1807,0.9955727725511898
validation,demand_spike,1007,SKU-001,service_aware,3,2078,2078,1.0
validation,demand_spike,1007,SKU-001,service_aware,4,2087,2126,0.9816556914393226
validation,demand_spike,1007,SKU-001,service_aware,5,2190,2212,0.9900542495479204
validation,demand_spike,1008,SKU-001,independent,2,1748,1807,0.9673491975650249
validation,demand_spike,1008,SKU-001,independent,3,1992,2078,0.958614051973051
validation,demand_spike,1008,SKU-001,independent,4,2041,2126,0.9600188146754468
validation,demand_spike,1008,SKU-001,independent,5,2083,2212,0.9416817359855335
validation,demand_spike,1008,SKU-001,normal_optimized,2,1391,1807,0.7697841726618705
validation,demand_spike,1008,SKU-001,normal_optimized,3,1573,2078,0.7569778633301251
validation,demand_spike,1008,SKU-001,normal_optimized,4,1525,2126,0.7173095014111006
validation,demand_spike,1008,SKU-001,normal_optimized,5,1680,2212,0.759493670886076
validation,demand_spike,1008,SKU-001,service_aware,2,1807,1807,1.0
validation,demand_spike,1008,SKU-001,service_aware,3,2065,2078,0.9937439846005774
validation,demand_spike,1008,SKU-001,service_aware,4,2125,2126,0.9995296331138288
validation,demand_spike,1008,SKU-001,service_aware,5,2200,2212,0.9945750452079566
validation,demand_spike,1009,SKU-001,independent,2,1749,1807,0.9679026009961261
validation,demand_spike,1009,SKU-001,independent,3,2027,2078,0.9754571703561117
validation,demand_spike,1009,SKU-001,independent,4,2055,2126,0.9666039510818438
validation,demand_spike,1009,SKU-001,independent,5,2162,2212,0.9773960216998192
validation,demand_spike,1009,SKU-001,normal_optimized,2,1395,1807,0.7719977863862756
validation,demand_spike,1009,SKU-001,normal_optimized,3,1542,2078,0.7420596727622714
validation,demand_spike,1009,SKU-001,normal_optimized,4,1422,2126,0.6688617121354656
validation,demand_spike,1009,SKU-001,normal_optimized,5,1573,2212,0.711121157323689
validation,demand_spike,1009,SKU-001,service_aware,2,1802,1807,0.9972329828444937
validation,demand_spike,1009,SKU-001,service_aware,3,2077,2078,0.9995187680461982
validation,demand_spike,1009,SKU-001,service_aware,4,2125,2126,0.9995296331138288
validation,demand_spike,1009,SKU-001,service_aware,5,2212,2212,1.0
validation,demand_spike,1010,SKU-001,independent,2,1764,1807,0.9762036524626453
validation,demand_spike,1010,SKU-001,independent,3,2035,2078,0.9793070259865255
validation,demand_spike,1010,SKU-001,independent,4,1964,2126,0.9238005644402634
validation,demand_spike,1010,SKU-001,independent,5,2158,2212,0.9755877034358047
validation,demand_spike,1010,SKU-001,normal_optimized,2,1383,1807,0.7653569452130603
validation,demand_spike,1010,SKU-001,normal_optimized,3,1558,2078,0.7497593840230992
validation,demand_spike,1010,SKU-001,normal_optimized,4,1446,2126,0.6801505174035748
validation,demand_spike,1010,SKU-001,normal_optimized,5,1561,2212,0.7056962025316456
validation,demand_spike,1010,SKU-001,service_aware,2,1807,1807,1.0
validation,demand_spike,1010,SKU-001,service_aware,3,2078,2078,1.0
validation,demand_spike,1010,SKU-001,service_aware,4,2104,2126,0.9896519285042333
validation,demand_spike,1010,SKU-001,service_aware,5,2212,2212,1.0
validation,demand_spike,1011,SKU-001,independent,2,1755,1807,0.9712230215827338
validation,demand_spike,1011,SKU-001,independent,3,2006,2078,0.9653512993262753
validation,demand_spike,1011,SKU-001,independent,4,2021,2126,0.9506114769520225
validation,demand_spike,1011,SKU-001,independent,5,2123,2212,0.9597649186256781
validation,demand_spike,1011,SKU-001,normal_optimized,2,1455,1807,0.805201992252352
validation,demand_spike,1011,SKU-001,normal_optimized,3,1610,2078,0.7747834456207893
validation,demand_spike,1011,SKU-001,normal_optimized,4,1476,2126,0.6942615239887112
validation,demand_spike,1011,SKU-001,normal_optimized,5,1524,2212,0.6889692585895117
validation,demand_spike,1011,SKU-001,service_aware,2,1804,1807,0.9983397897066962
validation,demand_spike,1011,SKU-001,service_aware,3,2073,2078,0.9975938402309913
validation,demand_spike,1011,SKU-001,service_aware,4,2117,2126,0.995766698024459
validation,demand_spike,1011,SKU-001,service_aware,5,2198,2212,0.9936708860759493
validation,demand_spike,1012,SKU-001,independent,2,1760,1807,0.9739900387382402
validation,demand_spike,1012,SKU-001,independent,3,1958,2078,0.9422521655437921
validation,demand_spike,1012,SKU-001,independent,4,1961,2126,0.9223894637817498
validation,demand_spike,1012,SKU-001,independent,5,2100,2212,0.9493670886075949
validation,demand_spike,1012,SKU-001,normal_optimized,2,1506,1807,0.8334255672385169
validation,demand_spike,1012,SKU-001,normal_optimized,3,1644,2078,0.7911453320500481
validation,demand_spike,1012,SKU-001,normal_optimized,4,1483,2126,0.6975540921919097
validation,demand_spike,1012,SKU-001,normal_optimized,5,1542,2212,0.6971066907775768
validation,demand_spike,1012,SKU-001,service_aware,2,1798,1807,0.9950193691200886
validation,demand_spike,1012,SKU-001,service_aware,3,2034,2078,0.9788257940327237
validation,demand_spike,1012,SKU-001,service_aware,4,2054,2126,0.9661335841956726
validation,demand_spike,1012,SKU-001,service_aware,5,2198,2212,0.9936708860759493
validation,supplier_delay,1001,SKU-001,independent,2,1564,1565,0.9993610223642172
validation,supplier_delay,1001,SKU-001,independent,3,1792,1792,1.0
validation,supplier_delay,1001,SKU-001,independent,4,1786,1789,0.9983230855226384
validation,supplier_delay,1001,SKU-001,independent,5,1886,1898,0.9936775553213909
validation,supplier_delay,1001,SKU-001,normal_optimized,2,534,1565,0.3412140575079872
validation,supplier_delay,1001,SKU-001,normal_optimized,3,550,1792,0.30691964285714285
validation,supplier_delay,1001,SKU-001,normal_optimized,4,576,1789,0.3219675796534377
validation,supplier_delay,1001,SKU-001,normal_optimized,5,641,1898,0.3377239199157007
validation,supplier_delay,1001,SKU-001,service_aware,2,1565,1565,1.0
validation,supplier_delay,1001,SKU-001,service_aware,3,1792,1792,1.0
validation,supplier_delay,1001,SKU-001,service_aware,4,1789,1789,1.0
validation,supplier_delay,1001,SKU-001,service_aware,5,1898,1898,1.0
validation,supplier_delay,1002,SKU-001,independent,2,1565,1565,1.0
validation,supplier_delay,1002,SKU-001,independent,3,1792,1792,1.0
validation,supplier_delay,1002,SKU-001,independent,4,1756,1789,0.9815539407490218
validation,supplier_delay,1002,SKU-001,independent,5,1871,1898,0.9857744994731296
validation,supplier_delay,1002,SKU-001,normal_optimized,2,477,1565,0.3047923322683706
validation,supplier_delay,1002,SKU-001,normal_optimized,3,485,1792,0.27064732142857145
validation,supplier_delay,1002,SKU-001,normal_optimized,4,588,1789,0.3286752375628843
validation,supplier_delay,1002,SKU-001,normal_optimized,5,487,1898,0.2565858798735511
validation,supplier_delay,1002,SKU-001,service_aware,2,1565,1565,1.0
validation,supplier_delay,1002,SKU-001,service_aware,3,1792,1792,1.0
validation,supplier_delay,1002,SKU-001,service_aware,4,1783,1789,0.9966461710452766
validation,supplier_delay,1002,SKU-001,service_aware,5,1898,1898,1.0
validation,supplier_delay,1003,SKU-001,independent,2,1561,1565,0.997444089456869
validation,supplier_delay,1003,SKU-001,independent,3,1789,1792,0.9983258928571429
validation,supplier_delay,1003,SKU-001,independent,4,1761,1789,0.9843487982112912
validation,supplier_delay,1003,SKU-001,independent,5,1854,1898,0.9768177028451
validation,supplier_delay,1003,SKU-001,normal_optimized,2,599,1565,0.3827476038338658
validation,supplier_delay,1003,SKU-001,normal_optimized,3,465,1792,0.25948660714285715
validation,supplier_delay,1003,SKU-001,normal_optimized,4,587,1789,0.32811626607043043
validation,supplier_delay,1003,SKU-001,normal_optimized,5,489,1898,0.2576396206533193
validation,supplier_delay,1003,SKU-001,service_aware,2,1565,1565,1.0
validation,supplier_delay,1003,SKU-001,service_aware,3,1792,1792,1.0
validation,supplier_delay,1003,SKU-001,service_aware,4,1789,1789,1.0
validation,supplier_delay,1003,SKU-001,service_aware,5,1898,1898,1.0
validation,supplier_delay,1004,SKU-001,independent,2,1558,1565,0.9955271565495207
validation,supplier_delay,1004,SKU-001,independent,3,1792,1792,1.0
validation,supplier_delay,1004,SKU-001,independent,4,1762,1789,0.9849077697037452
validation,supplier_delay,1004,SKU-001,independent,5,1874,1898,0.9873551106427819
validation,supplier_delay,1004,SKU-001,normal_optimized,2,492,1565,0.31437699680511183
validation,supplier_delay,1004,SKU-001,normal_optimized,3,416,1792,0.23214285714285715
validation,supplier_delay,1004,SKU-001,normal_optimized,4,523,1789,0.2923420905533818
validation,supplier_delay,1004,SKU-001,normal_optimized,5,603,1898,0.3177028451001054
validation,supplier_delay,1004,SKU-001,service_aware,2,1565,1565,1.0
validation,supplier_delay,1004,SKU-001,service_aware,3,1792,1792,1.0
validation,supplier_delay,1004,SKU-001,service_aware,4,1789,1789,1.0
validation,supplier_delay,1004,SKU-001,service_aware,5,1898,1898,1.0
validation,supplier_delay,1005,SKU-001,independent,2,1565,1565,1.0
validation,supplier_delay,1005,SKU-001,independent,3,1784,1792,0.9955357142857143
validation,supplier_delay,1005,SKU-001,independent,4,1789,1789,1.0
validation,supplier_delay,1005,SKU-001,independent,5,1884,1898,0.9926238145416227
validation,supplier_delay,1005,SKU-001,normal_optimized,2,665,1565,0.4249201277955272
validation,supplier_delay,1005,SKU-001,normal_optimized,3,558,1792,0.31138392857142855
validation,supplier_delay,1005,SKU-001,normal_optimized,4,605,1789,0.33817775293460034
validation,supplier_delay,1005,SKU-001,normal_optimized,5,538,1898,0.2834562697576396
validation,supplier_delay,1005,SKU-001,service_aware,2,1565,1565,1.0
validation,supplier_delay,1005,SKU-001,service_aware,3,1792,1792,1.0
validation,supplier_delay,1005,SKU-001,service_aware,4,1789,1789,1.0
validation,supplier_delay,1005,SKU-001,service_aware,5,1898,1898,1.0
validation,supplier_delay,1006,SKU-001,independent,2,1558,1565,0.9955271565495207
validation,supplier_delay,1006,SKU-001,independent,3,1779,1792,0.9927455357142857
validation,supplier_delay,1006,SKU-001,independent,4,1766,1789,0.9871436556735607
validation,supplier_delay,1006,SKU-001,independent,5,1898,1898,1.0
validation,supplier_delay,1006,SKU-001,normal_optimized,2,656,1565,0.4191693290734824
validation,supplier_delay,1006,SKU-001,normal_optimized,3,526,1792,0.2935267857142857
validation,supplier_delay,1006,SKU-001,normal_optimized,4,640,1789,0.3577417551704863
validation,supplier_delay,1006,SKU-001,normal_optimized,5,578,1898,0.30453108535300316
validation,supplier_delay,1006,SKU-001,service_aware,2,1565,1565,1.0
validation,supplier_delay,1006,SKU-001,service_aware,3,1792,1792,1.0
validation,supplier_delay,1006,SKU-001,service_aware,4,1789,1789,1.0
validation,supplier_delay,1006,SKU-001,service_aware,5,1898,1898,1.0
validation,supplier_delay,1007,SKU-001,independent,2,1565,1565,1.0
validation,supplier_delay,1007,SKU-001,independent,3,1792,1792,1.0
validation,supplier_delay,1007,SKU-001,independent,4,1718,1789,0.9603130240357741
validation,supplier_delay,1007,SKU-001,independent,5,1883,1898,0.9920969441517387
validation,supplier_delay,1007,SKU-001,normal_optimized,2,608,1565,0.38849840255591056
validation,supplier_delay,1007,SKU-001,normal_optimized,3,510,1792,0.2845982142857143
validation,supplier_delay,1007,SKU-001,normal_optimized,4,594,1789,0.3320290665176076
validation,supplier_delay,1007,SKU-001,normal_optimized,5,485,1898,0.2555321390937829
validation,supplier_delay,1007,SKU-001,service_aware,2,1565,1565,1.0
validation,supplier_delay,1007,SKU-001,service_aware,3,1792,1792,1.0
validation,supplier_delay,1007,SKU-001,service_aware,4,1783,1789,0.9966461710452766
validation,supplier_delay,1007,SKU-001,service_aware,5,1898,1898,1.0
validation,supplier_delay,1008,SKU-001,independent,2,1563,1565,0.9987220447284345
validation,supplier_delay,1008,SKU-001,independent,3,1779,1792,0.9927455357142857
