receipt_id,node_id,sku,dispatch_date,receipt_date,quantity
108,0,SKU-002,2023-07-10,2023-07-14,86
109,0,SKU-002,2023-07-20,2023-07-24,93
110,0,SKU-002,2023-07-30,2023-08-03,82
111,0,SKU-002,2023-08-09,2023-08-13,49
112,0,SKU-002,2023-08-19,2023-08-21,59
113,0,SKU-002,2023-08-29,2023-09-04,37
114,0,SKU-002,2023-09-08,2023-09-10,30
115,0,SKU-002,2023-09-18,2023-09-21,96
116,0,SKU-002,2023-09-28,2023-10-01,87
117,0,SKU-002,2023-10-08,2023-10-12,35
118,0,SKU-002,2023-10-18,2023-10-21,61
119,0,SKU-002,2023-10-28,2023-10-31,50
120,0,SKU-002,2023-11-07,2023-11-11,50
121,0,SKU-002,2023-11-17,2023-11-23,92
122,0,SKU-002,2023-11-27,2023-11-29,99
123,0,SKU-002,2023-12-07,2023-12-11,59
124,0,SKU-002,2023-12-17,2023-12-21,87
125,0,SKU-002,2023-12-27,2023-12-29,41
126,0,SKU-002,2024-01-06,2024-01-08,83
127,0,SKU-002,2024-01-16,2024-01-22,33
128,0,SKU-002,2024-01-26,2024-02-01,53
129,0,SKU-002,2024-02-05,2024-02-07,69
130,0,SKU-002,2024-02-15,2024-02-19,34
131,0,SKU-002,2024-02-25,2024-02-28,38
132,0,SKU-002,2024-03-06,2024-03-08,52
133,0,SKU-002,2024-03-16,2024-03-22,63
134,0,SKU-002,2024-03-26,2024-03-30,45
135,0,SKU-002,2024-04-05,2024-04-09,52
136,0,SKU-002,2024-04-15,2024-04-18,41
137,0,SKU-002,2024-04-25,2024-04-29,37
138,0,SKU-002,2024-05-05,2024-05-08,59
139,0,SKU-002,2024-05-15,2024-05-18,45
140,0,SKU-002,2024-05-25,2024-05-27,75
141,0,SKU-002,2024-06-04,2024-06-10,45
142,0,SKU-002,2024-06-14,2024-06-16,43
143,0,SKU-002,2024-06-24,2024-06-27,55
144,0,SKU-002,2024-07-04,2024-07-07,37
145,0,SKU-002,2024-07-14,2024-07-20,32
146,0,SKU-002,2024-07-24,2024-07-27,83
147,0,SKU-002,2024-08-03,2024-08-07,42
148,0,SKU-002,2024-08-13,2024-08-15,72
149,0,SKU-002,2024-08-23,2024-08-25,51
150,0,SKU-002,2024-09-02,2024-09-08,52
151,0,SKU-002,2024-09-12,2024-09-15,41
152,0,SKU-002,2024-09-22,2024-09-25,46
153,0,SKU-002,2024-10-02,2024-10-04,70
154,0,SKU-002,2024-10-12,2024-10-14,71
155,0,SKU-002,2024-10-22,2024-10-24,50
156,0,SKU-002,2024-11-01,2024-11-03,44
157,0,SKU-002,2024-11-11,2024-11-14,54
158,0,SKU-002,2024-11-21,2024-11-27,36
159,0,SKU-002,2024-12-01,2024-12-04,67
160,0,SKU-002,2024-12-11,2024-12-17,87
161,0,SKU-002,2024-12-21,2024-12-25,74
162,0,SKU-002,2024-12-31,2025-01-06,31
163,0,SKU-002,2025-01-10,2025-01-16,49
164,0,SKU-002,2025-01-20,2025-01-24,63
165,0,SKU-002,2025-01-30,2025-02-02,93
166,0,SKU-002,2025-02-09,2025-02-15,41
167,0,SKU-002,2025-02-19,2025-02-22,35
168,0,SKU-002,2025-03-01,2025-03-03,67
169,0,SKU-002,2025-03-11,2025-03-13,69
170,0,SKU-002,2025-03-21,2025-03-25,98
171,0,SKU-002,2025-03-31,2025-04-04,67
172,0,SKU-002,2025-04-10,2025-04-12,31
173,0,SKU-002,2025-04-20,2025-04-26,76
174,0,SKU-002,2025-04-30,2025-05-06,44
175,0,SKU-002,2025-05-10,2025-05-14,86
176,0,SKU-002,2025-05-20,2025-05-23,60
177,0,SKU-002,2025-05-30,2025-06-05,90
178,0,SKU-003,2023-01-01,2023-01-04,42
179,0,SKU-003,2023-01-11,2023-01-17,71
180,0,SKU-003,2023-01-21,2023-01-24,79
181,0,SKU-003,2023-01-31,2023-02-03,33
182,0,SKU-003,2023-02-10,2023-02-14,63
183,0,SKU-003,2023-02-20,2023-02-26,77
184,0,SKU-003,2023-03-02,2023-03-08,73
185,0,SKU-003,2023-03-12,2023-03-15,37
186,0,SKU-003,2023-03-22,2023-03-28,32
187,0,SKU-003,2023-04-01,2023-04-07,45
188,0,SKU-003,2023-04-11,2023-04-15,46
189,0,SKU-003,2023-04-21,2023-04-24,71
190,0,SKU-003,2023-05-01,2023-05-05,31
191,0,SKU-003,2023-05-11,2023-05-17,49
192,0,SKU-003,2023-05-21,2023-05-25,46
193,0,SKU-003,2023-05-31,2023-06-06,88
194,0,SKU-003,2023-06-10,2023-06-12,54
195,0,SKU-003,2023-06-20,2023-06-23,80
196,0,SKU-003,2023-06-30,2023-07-06,87
197,0,SKU-003,2023-07-10,2023-07-13,79
198,0,SKU-003,2023-07-20,2023-07-26,37
199,0,SKU-003,2023-07-30,2023-08-01,81
200,0,SKU-003,2023-08-09,2023-08-12,89
201,0,SKU-003,2023-08-19,2023-08-25,56
202,0,SKU-003,2023-08-29,2023-09-04,92
203,0,SKU-003,2023-09-08,2023-09-11,78
204,0,SKU-003,2023-09-18,2023-09-21,79
205,0,SKU-003,2023-09-28,2023-10-02,68
206,0,SKU-003,2023-10-08,2023-10-12,56
207,0,SKU-003,2023-10-18,2023-10-22,52
208,0,SKU-003,2023-10-28,2023-11-03,85
209,0,SKU-003,2023-11-07,2023-11-10,88
210,0,SKU-003,2023-11-17,2023-11-21,53
211,0,SKU-003,2023-11-27,2023-11-30,74
212,0,SKU-003,2023-12-07,2023-12-13,80
213,0,SKU-003,2023-12-17,2023-12-21,45
214,0,SKU-003,2023-12-27,2023-12-30,74
215,0,SKU-003,2024-01-06,2024-01-08,53
216,0,SKU-003,2024-01-16,2024-01-19,49
217,0,SKU-003,2024-01-26,2024-02-01,52
218,0,SKU-003,2024-02-05,2024-02-08,52
219,0,SKU-003,2024-02-15,2024-02-21,64
220,0,SKU-003,2024-02-25,2024-02-27,54
221,0,SKU-003,2024-03-06,2024-03-12,80
222,0,SKU-003,2024-03-16,2024-03-18,92
223,0,SKU-003,2024-03-26,2024-03-29,84
224,0,SKU-003,2024-04-05,2024-04-08,68
225,0,SKU-003,2024-04-15,2024-04-19,77
226,0,SKU-003,2024-04-25,2024-04-29,92
227,0,SKU-003,2024-05-05,2024-05-11,71
228,0,SKU-003,2024-05-15,2024-05-18,33
229,0,SKU-003,2024-05-25,2024-05-28,50
230,0,SKU-003,2024-06-04,2024-06-10,53
231,0,SKU-003,2024-06-14,2024-06-16,98
232,0,SKU-003,2024-06-24,2024-06-27,81
233,0,SKU-003,2024-07-04,2024-07-06,59
234,0,SKU-003,2024-07-14,2024-07-20,54
235,0,SKU-003,2024-07-24,2024-07-27,97
236,0,SKU-003,2024-08-03,2024-08-05,83
237,0,SKU-003,2024-08-13,2024-08-16,44
238,0,SKU-003,2024-08-23,2024-08-25,63
239,0,SKU-003,2024-09-02,2024-09-06,45
240,0,SKU-003,2024-09-12,2024-09-14,99
241,0,SKU-003,2024-09-22,2024-09-26,70
242,0,SKU-003,2024-10-02,2024-10-08,35
243,0,SKU-003,2024-10-12,2024-10-18,51
244,0,SKU-003,2024-10-22,2024-10-24,67
245,0,SKU-003,2024-11-01,2024-11-07,65
246,0,SKU-003,2024-11-11,2024-11-13,45
247,0,SKU-003,2024-11-21,2024-11-24,77
248,0,SKU-003,2024-12-01,2024-12-05,46
249,0,SKU-003,2024-12-11,2024-12-15,98
250,0,SKU-003,2024-12-21,2024-12-27,87
251,0,SKU-003,2024-12-31,2025-01-04,61
252,0,SKU-003,2025-01-10,2025-01-16,55
253,0,SKU-003,2025-01-20,2025-01-23,42
254,0,SKU-003,2025-01-30,2025-02-03,35
255,0,SKU-003,2025-02-09,2025-02-12,82
256,0,SKU-003,2025-02-19,2025-02-21,92
257,0,SKU-003,2025-03-01,2025-03-05,64
258,0,SKU-003,2025-03-11,2025-03-14,92
259,0,SKU-003,2025-03-21,2025-03-27,96
260,0,SKU-003,2025-03-31,2025-04-04,71
261,0,SKU-003,2025-04-10,2025-04-13,47
262,0,SKU-003,2025-04-20,2025-04-26,87
263,0,SKU-003,2025-04-30,2025-05-03,45
264,0,SKU-003,2025-05-10,2025-05-14,95
265,0,SKU-003,2025-05-20,2025-05-26,43
266,0,SKU-003,2025-05-30,2025-06-03,54
267,1,SKU-001,2023-01-01,2023-01-05,38
268,1,SKU-001,2023-01-11,2023-01-13,49
269,1,SKU-001,2023-01-21,2023-01-25,65
270,1,SKU-001,2023-01-31,2023-02-03,57
271,1,SKU-001,2023-02-10,2023-02-12,74
272,1,SKU-001,2023-02-20,2023-02-23,55
273,1,SKU-001,2023-03-02,2023-03-06,69
274,1,SKU-001,2023-03-12,2023-03-14,74
275,1,SKU-001,2023-03-22,2023-03-24,94
276,1,SKU-001,2023-04-01,2023-04-05,91
277,1,SKU-001,2023-04-11,2023-04-17,48
278,1,SKU-001,2023-04-21,2023-04-27,62
279,1,SKU-001,2023-05-01,2023-05-05,36
280,1,SKU-001,2023-05-11,2023-05-13,45
281,1,SKU-001,2023-05-21,2023-05-24,50
282,1,SKU-001,2023-05-31,2023-06-03,96
283,1,SKU-001,2023-06-10,2023-06-12,82
284,1,SKU-001,2023-06-20,2023-06-26,92
285,1,SKU-001,2023-06-30,2023-07-03,50
286,1,SKU-001,2023-07-10,2023-07-13,90
287,1,SKU-001,2023-07-20,2023-07-26,84
288,1,SKU-001,2023-07-30,2023-08-05,40
289,1,SKU-001,2023-08-09,2023-08-15,52
290,1,SKU-001,2023-08-19,2023-08-25,79
291,1,SKU-001,2023-08-29,2023-09-01,52
292,1,SKU-001,2023-09-08,2023-09-12,47
293,1,SKU-001,2023-09-18,2023-09-22,99
294,1,SKU-001,2023-09-28,2023-10-01,63
295,1,SKU-001,2023-10-08,2023-10-11,54
296,1,SKU-001,2023-10-18,2023-10-20,54
297,1,SKU-001,2023-10-28,2023-11-01,73
298,1,SKU-001,2023-11-07,2023-11-10,75
299,1,SKU-001,2023-11-17,2023-11-19,90
300,1,SKU-001,2023-11-27,2023-11-29,76
301,1,SKU-001,2023-12-07,2023-12-09,95
302,1,SKU-001,2023-12-17,2023-12-20,70
303,1,SKU-001,2023-12-27,2023-12-30,64
304,1,SKU-001,2024-01-06,2024-01-12,84
305,1,SKU-001,2024-01-16,2024-01-18,44
306,1,SKU-001,2024-01-26,2024-01-29,74
307,1,SKU-001,2024-02-05,2024-02-09,58
308,1,SKU-001,2024-02-15,2024-02-18,39
309,1,SKU-001,2024-02-25,2024-02-27,52
310,1,SKU-001,2024-03-06,2024-03-12,74
311,1,SKU-001,2024-03-16,2024-03-19,95
312,1,SKU-001,2024-03-26,2024-04-01,68
313,1,SKU-001,2024-04-05,2024-04-09,58
314,1,SKU-001,2024-04-15,2024-04-21,92
315,1,SKU-001,2024-04-25,2024-05-01,43
316,1,SKU-001,2024-05-05,2024-05-09,35
317,1,SKU-001,2024-05-15,2024-05-17,52
318,1,SKU-001,2024-05-25,2024-05-27,36
319,1,SKU-001,2024-06-04,2024-06-07,59
320,1,SKU-001,2024-06-14,2024-06-16,46
321,1,SKU-001,2024-06-24,2024-06-27,43
322,1,SKU-001,2024-07-04,2024-07-10,43
323,1,SKU-001,2024-07-14,2024-07-17,47
324,1,SKU-001,2024-07-24,2024-07-27,67
325,1,SKU-001,2024-08-03,2024-08-06,30
326,1,SKU-001,2024-08-13,2024-08-17,73
327,1,SKU-001,2024-08-23,2024-08-29,79
328,1,SKU-001,2024-09-02,2024-09-08,80
329,1,SKU-001,2024-09-12,2024-09-18,65
330,1,SKU-001,2024-09-22,2024-09-26,62
331,1,SKU-001,2024-10-02,2024-10-05,72
332,1,SKU-001,2024-10-12,2024-10-15,50
333,1,SKU-001,2024-10-22,2024-10-28,38
334,1,SKU-001,2024-11-01,2024-11-03,65
335,1,SKU-001,2024-11-11,2024-11-13,90
336,1,SKU-001,2024-11-21,2024-11-24,64
337,1,SKU-001,2024-12-01,2024-12-05,49
338,1,SKU-001,2024-12-11,2024-12-13,44
339,1,SKU-001,2024-12-21,2024-12-23,34
340,1,SKU-001,2024-12-31,2025-01-04,94
341,1,SKU-001,2025-01-10,2025-01-13,52
342,1,SKU-001,2025-01-20,2025-01-23,92
343,1,SKU-001,2025-01-30,2025-02-02,96
344,1,SKU-001,2025-02-09,2025-02-12,61
345,1,SKU-001,2025-02-19,2025-02-22,59
346,1,SKU-001,2025-03-01,2025-03-05,52
347,1,SKU-001,2025-03-11,2025-03-13,74
348,1,SKU-001,2025-03-21,2025-03-25,44
349,1,SKU-001,2025-03-31,2025-04-04,53
350,1,SKU-001,2025-04-10,2025-04-14,50
351,1,SKU-001,2025-04-20,2025-04-22,56
352,1,SKU-001,2025-04-30,2025-05-02,35
353,1,SKU-001,2025-05-10,2025-05-12,67
354,1,SKU-001,2025-05-20,2025-05-22,36
355,1,SKU-001,2025-05-30,2025-06-02,84
356,1,SKU-002,2023-01-01,2023-01-04,59
357,1,SKU-002,2023-01-11,2023-01-17,81
358,1,SKU-002,2023-01-21,2023-01-24,39
359,1,SKU-002,2023-01-31,2023-02-04,70
360,1,SKU-002,2023-02-10,2023-02-13,43
361,1,SKU-002,2023-02-20,2023-02-23,70
362,1,SKU-002,2023-03-02,2023-03-05,59
363,1,SKU-002,2023-03-12,2023-03-18,75
364,1,SKU-002,2023-03-22,2023-03-28,36
365,1,SKU-002,2023-04-01,2023-04-05,93
366,1,SKU-002,2023-04-11,2023-04-14,63
367,1,SKU-002,2023-04-21,2023-04-24,77
368,1,SKU-002,2023-05-01,2023-05-05,47
369,1,SKU-002,2023-05-11,2023-05-13,80
370,1,SKU-002,2023-05-21,2023-05-25,95
371,1,SKU-002,2023-05-31,2023-06-02,96
372,1,SKU-002,2023-06-10,2023-06-13,85
373,1,SKU-002,2023-06-20,2023-06-23,58
374,1,SKU-002,2023-06-30,2023-07-04,42
375,1,SKU-002,2023-07-10,2023-07-16,48
376,1,SKU-002,2023-07-20,2023-07-24,82
377,1,SKU-002,2023-07-30,2023-08-02,49
378,1,SKU-002,2023-08-09,2023-08-13,49
379,1,SKU-002,2023-08-19,2023-08-22,49
380,1,SKU-002,2023-08-29,2023-09-02,52
381,1,SKU-002,2023-09-08,2023-09-12,68
382,1,SKU-002,2023-09-18,2023-09-20,78
383,1,SKU-002,2023-09-28,2023-10-02,57
384,1,SKU-002,2023-10-08,2023-10-12,57
385,1,SKU-002,2023-10-18,2023-10-22,88
386,1,SKU-002,2023-10-28,2023-10-30,43
387,1,SKU-002,2023-11-07,2023-11-11,72
388,1,SKU-002,2023-11-17,2023-11-21,68
389,1,SKU-002,2023-11-27,2023-12-01,62
390,1,SKU-002,2023-12-07,2023-12-09,93
391,1,SKU-002,2023-12-17,2023-12-20,30
392,1,SKU-002,2023-12-27,2023-12-31,86
393,1,SKU-002,2024-01-06,2024-01-09,58
394,1,SKU-002,2024-01-16,2024-01-22,87
395,1,SKU-002,2024-01-26,2024-02-01,61
396,1,SKU-002,2024-02-05,2024-02-07,42
397,1,SKU-002,2024-02-15,2024-02-21,69
398,1,SKU-002,2024-02-25,2024-02-28,98
399,1,SKU-002,2024-03-06,2024-03-08,37
400,1,SKU-002,2024-03-16,2024-03-19,91
401,1,SKU-002,2024-03-26,2024-04-01,73
402,1,SKU-002,2024-04-05,2024-04-07,87
403,1,SKU-002,2024-04-15,2024-04-21,87
404,1,SKU-002,2024-04-25,2024-05-01,38
405,1,SKU-002,2024-05-05,2024-05-11,57
406,1,SKU-002,2024-05-15,2024-05-21,70
407,1,SKU-002,2024-05-25,2024-05-28,87
408,1,SKU-002,2024-06-04,2024-06-07,51
409,1,SKU-002,2024-06-14,2024-06-16,97
410,1,SKU-002,2024-06-24,2024-06-26,32
411,1,SKU-002,2024-07-04,2024-07-06,70
412,1,SKU-002,2024-07-14,2024-07-16,75
413,1,SKU-002,2024-07-24,2024-07-27,70
414,1,SKU-002,2024-08-03,2024-08-09,34
415,1,SKU-002,2024-08-13,2024-08-17,61
416,1,SKU-002,2024-08-23,2024-08-25,43
417,1,SKU-002,2024-09-02,2024-09-06,68
418,1,SKU-002,2024-09-12,2024-09-16,55
419,1,SKU-002,2024-09-22,2024-09-24,87
420,1,SKU-002,2024-10-02,2024-10-04,34
421,1,SKU-002,2024-10-12,2024-10-14,59
422,1,SKU-002,2024-10-22,2024-10-25,90
423,1,SKU-002,2024-11-01,2024-11-05,75
424,1,SKU-002,2024-11-11,2024-11-13,42
425,1,SKU-002,2024-11-21,2024-11-25,86
426,1,SKU-002,2024-12-01,2024-12-07,53
427,1,SKU-002,2024-12-11,2024-12-17,66
428,1,SKU-002,2024-12-21,2024-12-25,71
429,1,SKU-002,2024-12-31,2025-01-06,38
430,1,SKU-002,2025-01-10,2025-01-14,76
431,1,SKU-002,2025-01-20,2025-01-24,77
432,1,SKU-002,2025-01-30,2025-02-01,74
433,1,SKU-002,2025-02-09,2025-02-13,77
434,1,SKU-002,2025-02-19,2025-02-23,46
435,1,SKU-002,2025-03-01,2025-03-07,46
436,1,SKU-002,2025-03-11,2025-03-17,47
437,1,SKU-002,2025-03-21,2025-03-25,48
438,1,SKU-002,2025-03-31,2025-04-06,55
439,1,SKU-002,2025-04-10,2025-04-13,47
440,1,SKU-002,2025-04-20,2025-04-23,97
441,1,SKU-002,2025-04-30,2025-05-06,35
442,1,SKU-002,2025-05-10,2025-05-14,89
443,1,SKU-002,2025-05-20,2025-05-24,54
444,1,SKU-002,2025-05-30,2025-06-05,72
445,1,SKU-003,2023-01-01,2023-01-03,52
446,1,SKU-003,2023-01-11,2023-01-13,93
447,1,SKU-003,2023-01-21,2023-01-23,34
448,1,SKU-003,2023-01-31,2023-02-06,48
449,1,SKU-003,2023-02-10,2023-02-14,97
450,1,SKU-003,2023-02-20,2023-02-22,55
451,1,SKU-003,2023-03-02,2023-03-04,47
452,1,SKU-003,2023-03-12,2023-03-18,50
453,1,SKU-003,2023-03-22,2023-03-24,38
454,1,SKU-003,2023-04-01,2023-04-07,53
455,1,SKU-003,2023-04-11,2023-04-13,52
456,1,SKU-003,2023-04-21,2023-04-27,49
457,1,SKU-003,2023-05-01,2023-05-07,35
458,1,SKU-003,2023-05-11,2023-05-14,71
459,1,SKU-003,2023-05-21,2023-05-23,78
460,1,SKU-003,2023-05-31,2023-06-06,79
461,1,SKU-003,2023-06-10,2023-06-16,41
462,1,SKU-003,2023-06-20,2023-06-23,75
463,1,SKU-003,2023-06-30,2023-07-03,92
464,1,SKU-003,2023-07-10,2023-07-16,98
465,1,SKU-003,2023-07-20,2023-07-24,92
466,1,SKU-003,2023-07-30,2023-08-05,39
467,1,SKU-003,2023-08-09,2023-08-15,96
468,1,SKU-003,2023-08-19,2023-08-23,52
469,1,SKU-003,2023-08-29,2023-09-01,32
470,1,SKU-003,2023-09-08,2023-09-10,55
471,1,SKU-003,2023-09-18,2023-09-21,51
472,1,SKU-003,2023-09-28,2023-09-30,77
473,1,SKU-003,2023-10-08,2023-10-11,98
474,1,SKU-003,2023-10-18,2023-10-24,80
475,1,SKU-003,2023-10-28,2023-11-03,77
476,1,SKU-003,2023-11-07,2023-11-09,41
477,1,SKU-003,2023-11-17,2023-11-21,80
478,1,SKU-003,2023-11-27,2023-12-01,49
479,1,SKU-003,2023-12-07,2023-12-09,49
480,1,SKU-003,2023-12-17,2023-12-23,60
481,1,SKU-003,2023-12-27,2024-01-02,92
482,1,SKU-003,2024-01-06,2024-01-08,45
483,1,SKU-003,2024-01-16,2024-01-20,92
484,1,SKU-003,2024-01-26,2024-01-29,64
485,1,SKU-003,2024-02-05,2024-02-08,34
486,1,SKU-003,2024-02-15,2024-02-19,77
487,1,SKU-003,2024-02-25,2024-02-29,76
488,1,SKU-003,2024-03-06,2024-03-12,97
489,1,SKU-003,2024-03-16,2024-03-22,52
490,1,SKU-003,2024-03-26,2024-03-28,36
491,1,SKU-003,2024-04-05,2024-04-11,61
492,1,SKU-003,2024-04-15,2024-04-18,49
493,1,SKU-003,2024-04-25,2024-04-28,68
494,1,SKU-003,2024-05-05,2024-05-08,69
495,1,SKU-003,2024-05-15,2024-05-21,53
496,1,SKU-003,2024-05-25,2024-05-29,96
497,1,SKU-003,2024-06-04,2024-06-10,42
498,1,SKU-003,2024-06-14,2024-06-17,45
499,1,SKU-003,2024-06-24,2024-06-28,56
500,1,SKU-003,2024-07-04,2024-07-07,67
501,1,SKU-003,2024-07-14,2024-07-18,67
502,1,SKU-003,2024-07-24,2024-07-27,79
503,1,SKU-003,2024-08-03,2024-08-05,36
504,1,SKU-003,2024-08-13,2024-08-15,96
505,1,SKU-003,2024-08-23,2024-08-26,33
506,1,SKU-003,2024-09-02,2024-09-04,74
507,1,SKU-003,2024-09-12,2024-09-15,66
508,1,SKU-003,2024-09-22,2024-09-28,47
509,1,SKU-003,2024-10-02,2024-10-04,56
510,1,SKU-003,2024-10-12,2024-10-15,64
511,1,SKU-003,2024-10-22,2024-10-28,33
512,1,SKU-003,2024-11-01,2024-11-07,55
513,1,SKU-003,2024-11-11,2024-11-17,59
514,1,SKU-003,2024-11-21,2024-11-23,64
515,1,SKU-003,2024-12-01,2024-12-07,63
516,1,SKU-003,2024-12-11,2024-12-13,98
517,1,SKU-003,2024-12-21,2024-12-25,91
518,1,SKU-003,2024-12-31,2025-01-06,79
519,1,SKU-003,2025-01-10,2025-01-13,98
520,1,SKU-003,2025-01-20,2025-01-22,53
521,1,SKU-003,2025-01-30,2025-02-02,51
522,1,SKU-003,2025-02-09,2025-02-11,62
523,1,SKU-003,2025-02-19,2025-02-21,77
524,1,SKU-003,2025-03-01,2025-03-07,79
525,1,SKU-003,2025-03-11,2025-03-15,75
526,1,SKU-003,2025-03-21,2025-03-24,43
527,1,SKU-003,2025-03-31,2025-04-03,45
528,1,SKU-003,2025-04-10,2025-04-14,51
529,1,SKU-003,2025-04-20,2025-04-23,60
530,1,SKU-003,2025-04-30,2025-05-04,55
531,1,SKU-003,2025-05-10,2025-05-14,76
532,1,SKU-003,2025-05-20,2025-05-24,76
533,1,SKU-003,2025-05-30,2025-06-02,52
534,2,SKU-001,2023-01-01,2023-01-03,82
535,2,SKU-001,2023-01-11,2023-01-13,55
